crawled,title,href,字段1,字段2,字段3,字段4,字段5,字段6,字段7,字段8,字段9
1593742828,大连奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/dl/ab715ede3b636a4cx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593742828,大连奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/dl/ab715ede3b636a4cx.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593742828,大连奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/dl/ab715ede3b636a4cx.htm,标配,标配,-,-,选配,标配,标配/标配,标配,选配
1593742828,大连奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/dl/ab715ede3b636a4cx.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593742855,淄博奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zibo/bce7418258612e3fx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1426,2629,380-1220,1340
1593742855,淄博奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zibo/bce7418258612e3fx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593742855,淄博奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zibo/bce7418258612e3fx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593742855,淄博奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zibo/bce7418258612e3fx.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593742855,淄博奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zibo/bce7418258612e3fx.htm,标配,标配,-,-,选配,标配,标配/标配,标配,选配
1593742855,淄博奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zibo/bce7418258612e3fx.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593742855,郑州奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/c8ec13fec60cc8bbx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1426,2629,380-1220,1340
1593742855,郑州奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/c8ec13fec60cc8bbx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593742855,郑州奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/c8ec13fec60cc8bbx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593742855,郑州奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/c8ec13fec60cc8bbx.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593742855,郑州奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/c8ec13fec60cc8bbx.htm,标配,标配,-,-,选配,标配,标配/标配,标配,选配
1593742855,郑州奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/c8ec13fec60cc8bbx.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593742883,临沂奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/linyi/01a7488ba494695cx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1340
1593742883,临沂奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/linyi/01a7488ba494695cx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593742883,临沂奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/linyi/01a7488ba494695cx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593742883,临沂奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/linyi/01a7488ba494695cx.htm,标配/标配,标配/选配,标配/-,选配,标配,标配,选配,标配,标配
1593742883,临沂奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/linyi/01a7488ba494695cx.htm,标配,-,-,-,选配,标配,标配/标配,标配,选配
1593742883,临沂奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/linyi/01a7488ba494695cx.htm,选配,选配,-,-,选配,标配,选配,-,选配/-
1593742883,石家庄奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sjz/9c5943df21334842x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1340
1593742883,石家庄奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sjz/9c5943df21334842x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593742883,石家庄奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sjz/9c5943df21334842x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742883,石家庄奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sjz/9c5943df21334842x.htm,标配/标配,标配/选配,标配/-,标配,标配,标配,选配,标配,标配
1593742883,石家庄奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sjz/9c5943df21334842x.htm,标配,-,-,-,选配,标配,标配/标配,标配,选配
1593742883,石家庄奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sjz/9c5943df21334842x.htm,标配,选配,-,自动,选配,标配,选配,标配,选配/-
1593742911,许昌奥迪A3 2015款 Sportback 40 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xuchang/b0dfbc72265b9ddex.htm,一汽-大众奥迪,紧凑型车,1.8T/180马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1435
1593742911,许昌奥迪A3 2015款 Sportback 40 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xuchang/b0dfbc72265b9ddex.htm,1.8,涡轮增压,4缸,180,300,汽油,95号,直喷,国5
1593742911,许昌奥迪A3 2015款 Sportback 40 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xuchang/b0dfbc72265b9ddex.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742911,许昌奥迪A3 2015款 Sportback 40 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xuchang/b0dfbc72265b9ddex.htm,标配/标配,标配/选配,标配/-,标配,标配,标配,选配,标配,标配
1593742911,许昌奥迪A3 2015款 Sportback 40 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xuchang/b0dfbc72265b9ddex.htm,标配,标配,-,-,选配,标配,标配/标配,标配,选配
1593742911,许昌奥迪A3 2015款 Sportback 40 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xuchang/b0dfbc72265b9ddex.htm,标配,选配,-,自动,标配,标配,选配,标配,选配/-
1593742911,上海奥迪A3 2012款 Sportback 1.4T 豪华型(进口)二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sh/75a6ba8074e7742cx.htm,奥迪(进口),紧凑型车,1.4T/125马力/L4,7挡双离合,5门5座两厢车,4292/1765/1423,2578,370-1100,1460
1593742911,上海奥迪A3 2012款 Sportback 1.4T 豪华型(进口)二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sh/75a6ba8074e7742cx.htm,1.4,涡轮增压,4缸,125,200,汽油,95号,直喷,欧4
1593742911,上海奥迪A3 2012款 Sportback 1.4T 豪华型(进口)二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sh/75a6ba8074e7742cx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,225/45 R17,225/45 R17
1593742911,上海奥迪A3 2012款 Sportback 1.4T 豪华型(进口)二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sh/75a6ba8074e7742cx.htm,标配/标配,标配/-,标配/标配,标配,标配,标配,-,标配,标配
1593742911,上海奥迪A3 2012款 Sportback 1.4T 豪华型(进口)二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sh/75a6ba8074e7742cx.htm,标配,标配,-,-,标配,标配,标配/标配,标配,标配
1593742911,上海奥迪A3 2012款 Sportback 1.4T 豪华型(进口)二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sh/75a6ba8074e7742cx.htm,-,-,-,自动,-,标配,-,-,-/-
1593742939,大连奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/dl/aa806f475e28d451x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1426,2629,380-1220,1340
1593742939,大连奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/dl/aa806f475e28d451x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593742939,大连奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/dl/aa806f475e28d451x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593742939,大连奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/dl/aa806f475e28d451x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593742939,大连奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/dl/aa806f475e28d451x.htm,标配,标配,-,-,选配,标配,标配/标配,标配,选配
1593742939,大连奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/dl/aa806f475e28d451x.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593742939,石家庄奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sjz/173ca940a2e86789x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593742939,石家庄奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sjz/173ca940a2e86789x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593742939,石家庄奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sjz/173ca940a2e86789x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742939,石家庄奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sjz/173ca940a2e86789x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593742939,石家庄奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sjz/173ca940a2e86789x.htm,标配,-,-,-,标配,标配,标配/标配,标配,选配
1593742939,石家庄奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sjz/173ca940a2e86789x.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593742967,深圳奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sz/724c23017df1ff05x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4312/1785/1426,2629,380-1220,1340
1593742967,深圳奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sz/724c23017df1ff05x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593742967,深圳奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sz/724c23017df1ff05x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/40 R18,225/40 R18
1593742967,深圳奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sz/724c23017df1ff05x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593742967,深圳奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sz/724c23017df1ff05x.htm,标配,-,-,-,标配,标配,标配/标配,标配,选配
1593742967,深圳奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sz/724c23017df1ff05x.htm,标配,选配,-,自动,选配,标配,标配,标配,选配/-
1593742967,烟台奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yantai/4254db5dd125ca4cx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1340
1593742967,烟台奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yantai/4254db5dd125ca4cx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593742967,烟台奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yantai/4254db5dd125ca4cx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742967,烟台奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yantai/4254db5dd125ca4cx.htm,标配/标配,标配/选配,标配/-,标配,标配,标配,选配,标配,标配
1593742967,烟台奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yantai/4254db5dd125ca4cx.htm,标配,-,-,-,选配,标配,标配/标配,标配,选配
1593742967,烟台奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yantai/4254db5dd125ca4cx.htm,标配,选配,-,自动,选配,标配,选配,标配,选配/-
1593742995,郑州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/07b7b87dd45cdf2bx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593742995,郑州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/07b7b87dd45cdf2bx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593742995,郑州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/07b7b87dd45cdf2bx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742995,郑州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/07b7b87dd45cdf2bx.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593742995,郑州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/07b7b87dd45cdf2bx.htm,标配,-,-,-,标配,标配,标配/标配,标配,选配
1593742995,郑州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/07b7b87dd45cdf2bx.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593742995,潍坊奥迪A3 2017款 Sportback 35 TFSI 运动型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/52e009058b9e3738x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593742995,潍坊奥迪A3 2017款 Sportback 35 TFSI 运动型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/52e009058b9e3738x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
